"";"Coord. facteur 1";"Coord. facteur 2";"Coord. facteur 3";"Corr. facteur 1";"Corr. facteur 2";"Corr. facteur 3";"COR -facteur 1";"COR -facteur 2";"COR -facteur 3";"CTR -facteur 1";"CTR -facteur 2";"CTR -facteur 3";"mass";"chi.distance";"inertie"
"fact";-1,39135336560034;0,879916994248933;-0,686770534363551;-0,780014945021396;0,493295537181043;-0,385014543284451;0,657538656275565;0,215684975378702;0,126776368345731;0,00506057398825181;0,0020239897281289;0,0012329577657973;0,0026141162276292;1,0605604007598;0,00294032751409156
"attack";-1,42560443531932;2,69443975887016;-1,15145095695288;-0,437495642623871;0,826881303546291;-0,353362239820149;0,2249217440633;0,658962045915095;0,116116210021607;0,00572147035673224;0,0204383829878391;0,00373250558772328;0,00281520209129298;1,85798381306112;0,00971836997674641
"world";-0,849554542448181;-1,11381454668094;-0,0981051749878991;-0,604983143091542;-0,793167467894765;-0,0698624680961496;0,413176302794287;0,582463508341448;0,00436018886426366;0,00232211677649495;0,00399141876339618;3,09660176453853e-05;0,00321737381862055;0,816924974370211;0,0021471672270252
"true";-1,15992289836204;-1,44761373984877;0,110824389587144;-0,624184065144993;-0,778997836989444;0,0596374277181697;0,437702963658103;0,559135046034201;0,00316199030769414;0,00324654203935955;0,00505671153782171;2,96369483065265e-05;0,00241303036396541;1,08367233851386;0,00283373192180198
"super";0,450513033583119;0,14977830023238;1,46521069239737;0,292501595447693;0,0972455589863234;0,951307583233725;0,105694816932799;0,00958135308144732;0,884723829985751;0,000489753452873351;5,41328113102777e-05;0,00518039583297548;0,00241303036396541;0,856523186110599;0,00177027621559232
"stop";-0,216140251187842;0,715992009498749;0,151281259330344;-0,283257849064083;0,938327569451326;0,198258324796605;0,0962693530045262;0,866409446331997;0,0373212006634789;0,000150304792064487;0,00164936917809309;7,36328797090682e-05;0,00321737381862055;0,430576412252778;0,000596488387012989
"robot";1,06168772167224;0,0766006307608702;1,39728160720664;0,60441875908461;0,0436087347008774;0,795472338880749;0,42105779912173;0,00179764071616738;0,577144560162098;0,00226660128363078;1,17990280172193e-05;0,00392599213721693;0,00201085863663784;1,01131056942916;0,00205660379617763
"hard";0,81399778815645;-0,819837012991265;-0,389224415088759;0,667700284553181;-0,672490042142826;-0,319270219761163;0,496798716504372;0,413313067658117;0,0898882158375126;0,00159885557801792;0,00162187668096627;0,000365563592120298;0,00241303036396541;0,713824749533334;0,00122954942219102
"country";0,661118292349597;-0,170463132709976;-0,706676186070727;0,6728172505102;-0,173479599022551;-0,719181323547038;0,510543529339856;0,0278371928359067;0,46161927782424;0,00105468102910737;7,0117063213269e-05;0,00120504620621629;0,00241303036396541;0,571901709851192;0,000789233619297931
"change";0,515150721874231;0,64405108847243;0,888044672529473;0,425061901619073;0,53142035676456;0,732744692378051;0,215816933113025;0,276660785981658;0,507522280905314;0,000747099080527967;0,00116775090767651;0,002220134077159;0,00281520209129298;0,685409569755962;0,00132254331316765
"wrong";-1,64290507148921;-1,68637941521498;-0,352030281041652;-0,690141657442917;-0,70840409765071;-0,147878758087927;0,526189360614107;0,454692493899661;0,0191181454862292;0,00814137464485708;0,00857794751275135;0,000373794446320926;0,00301628795495677;1,39990978247578;0,00591116247457689
"top";-0,69668636671545;-0,413888787128525;-0,69518745492271;-0,652517607806752;-0,387648925223548;-0,651113724532959;0,481369871549597;0,139335467979174;0,379294660471225;0,000683209984912572;0,000241127588332002;0,000680273312361433;0,00140760104564649;0,620663875733165;0,000542241207818378
"push";-1,32577207593845;-1,86854534778641;-0,498286017008713;-0,565443633765769;-0,796937188890921;-0,212519679080312;0,364839565186113;0,594376399874886;0,040784034938999;0,00494820075663265;0,00982917032661963;0,000698983584647036;0,00281520209129298;1,35667715535393;0,00518158468812174
"move";0,97149569768708;0,379246881661346;-0,0528963814552723;0,930340576686355;0,363180983128723;-0,0506555511721582;0,887052128812054;0,110866795372935;0,00208107581500908;0,00208764182523016;0,000318139989895114;6,18908081272439e-06;0,00221194450030163;0,637565663482005;0,000899133265184746
"feel";0,351032819674652;0,824554667363524;0,669072303161065;0,313876365341634;0,737276424060333;0,598251704389325;0,119047154693115;0,538706929046044;0,342245916260839;0,000346900576481463;0,0019140288744407;0,00126024702513604;0,00281520209129298;0,628849647751254;0,00111327695810904
"support";-1,4968500785673;1,88437261134706;-1,0370189445489;-0,571215786294381;0,719098992126495;-0,395738758539963;0,37319028331113;0,48506212314017;0,1417475935487;0,00585708466724109;0,00928236110981985;0,00281124226575367;0,0026141162276292;1,51450862200079;0,00599609345656376
"start";-0,0829112288478442;0,329264854746862;0,849512237702005;-0,0906276731719709;0,359909122777293;0,928575278691563;0,0103080346501763;0,133330650623309;0,856361314726516;1,79701456460436e-05;0,000283410311568296;0,00188653198191657;0,0026141162276292;0,5047589479523;0,000666028703396916
"speech";-1,88870111643119;-2,57099670002999;-0,407642876326987;-0,587261885587772;-0,799410958549387;-0,126750136437975;0,391145304625866;0,59443553549649;0,0144191598776415;0,00573849492412372;0,0106334591298051;0,000267319870693971;0,00160868690931028;1,86660655148166;0,00560501913216853
"issue";0,872046195474793;0,167389654394839;1,91416221420483;0,413273431610009;0,0793280186838086;0,907145046934055;0,206481662178405;0,0062395002682268;0,787278837553364;0,00152918674249359;5,63428441552859e-05;0,00736782019362469;0,00201085863663784;1,18619846389235;0,00282941241854124
"house";-1,00555733799141;0,307531746451278;-0,137111637288154;-0,948250470486947;0,290005464874434;-0,129297623969841;0,916234336402045;0,0702850359456763;0,0134806276522765;0,00243992493864076;0,000228214216952439;4,53640082360869e-05;0,00241303036396541;0,64932506459775;0,00101738919649678
"fine";-0,997487269062474;1,42575796170934;-0,962986615907858;-0,501565997646148;0,716913124253514;-0,484218052408508;0,292985183920932;0,490922147073366;0,216092669005701;0,00260099559124115;0,00531393825656715;0,00242418296630398;0,0026141162276292;1,13905092595467;0,00339165114718207
"create";1,97734245379451;-0,142210511331796;-2,53347525057475;0,61466857396682;-0,0442069769127059;-0,787545736684439;0,434154233882;0,00184176295374037;0,564004003164263;0,0102208890678696;5,28674409676776e-05;0,0167786967602196;0,0026141162276292;1,85489136683605;0,0089941857582783
"roast";-0,563985448771524;1,74679596969191;-0,0018460177687376;-0,307250753571877;0,951628059187006;-0,00100568259657613;0,112770812613005;0,887228231291526;9,56095471734756e-07;0,000511690466802361;0,00490858018858944;5,48205365372199e-09;0,00160868690931028;1,0380736170426;0,00173351592101331
"pay";0,205712253676924;0,79391997665414;-1,91834730841997;0,0986010749537479;0,380538163022099;-0,919493629397035;0,0121900753740137;0,148911968436126;0,838897956189861;8,50945733216147e-05;0,00126746215429421;0,00740007318665222;0,00201085863663784;1,1516369111869;0,00266693660809997
"meth";0,616751680942114;0,448172999336541;1,57353852852064;0,35273112801796;0,256318016615195;0,899934345208377;0,151878633749555;0,0657744845101924;0,782346881740249;0,000688406137845226;0,000363509216973417;0,0044810399168812;0,00180977277297406;0,978184125015333;0,00173167054934408
"lose";0,418911275245105;-0,63069321375383;0,68761018282414;0,409583090578091;-0,616649135416035;0,672298695300798;0,200355835195907;0,37246398884586;0,427180175958232;0,000282303087114386;0,000639893713855032;0,000760599659800438;0,00160868690931028;0,578468429002654;0,00053830802067613
"line";-0,506841395914426;1,20271584376376;0,187871871081658;-0,384378043753236;0,912114848833285;0,142478145756706;0,174613878193977;0,80640041725426;0,0189857045517641;0,000619879028222362;0,00349050971447508;8,51699335058674e-05;0,00241303036396541;0,749706556005994;0,0013562676536136
"history";0,67926862407381;0,463547509581336;1,10701704189788;0,492564020511353;0,33613627499538;0,802740985829128;0,2870467227173;0,109634708421001;0,603318568861695;0,0012989507522855;0,000604920191221962;0,00344999280811034;0,00281520209129298;0,783653121187272;0,00172884999011698
"hear";0,776009301037957;-0,237752189023441;1,08187208525886;0,57377369503424;-0,17579164555888;0,799925649194009;0,382395733952913;0,0294386785895047;0,588165587457578;0,00108982785394667;0,000102299402869283;0,00211824349080259;0,00180977277297406;0,775655750756801;0,00108883502777777
"exist";0,046163225169589;-0,285050284423637;-0,216224490692868;0,127965976605688;-0,790168752161399;-0,599381391051683;0,0201481372433361;0,630050919991012;0,349800942765653;4,7137496357611e-06;0,000179728596651912;0,000103415108411279;0,00221194450030163;0,201019089761182;8,93817452106484e-05
"drug";1,02156418479027;0,238516617574433;0,57383968309268;0,854341940061717;0,199473271312203;0,479906515358554;0,772553313025314;0,034540172669147;0,192906514305534;0,0020985187686431;0,000114398103477073;0,000662159625762936;0,00201085863663784;0,718389602907759;0,00103777120765326
